"rules","support","confidence","coverage","lift","count"
"{M-Sub-Saturn,M-Terrestrial} => {M-Mini-Neptune}",0.000727537286285922,1,0.000727537286285922,39.8405797101449,2
"{F-Gas Giant,F-Mini-Neptune} => {F-Sub-Saturn}",0.000727537286285922,0.5,0.00145507457257184,23.698275862069,2
"{F-Gas Giant,F-Terrestrial} => {F-Mini-Neptune}",0.000727537286285922,0.666666666666667,0.00109130592942888,7.27248677248677,2
"{F-Gas Giant,F-Mini-Neptune} => {F-Terrestrial}",0.000727537286285922,0.5,0.00145507457257184,9.54513888888889,2
"{F-Sub-Saturn,F-Terrestrial} => {F-Mini-Neptune}",0.00145507457257184,1,0.00145507457257184,10.9087301587302,4
