"rules","support","confidence","coverage","lift","count"
"{Hot Terrestrial,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.00169827342202095,0.5,0.00339654684404189,1.50725255972696,6
"{Warm Sub-Saturn,Warm Terrestrial} => {G}",0.000849136711010473,0.75,0.0011321822813473,1.66650943396226,3
"{Hot Terrestrial,Temperate Mini-Neptune} => {Warm Mini-Neptune}",0.00141522785168412,0.625,0.00226436456269459,1.8840656996587,5
"{Hot Terrestrial,Temperate Mini-Neptune} => {G}",0.00169827342202095,0.75,0.00226436456269459,1.66650943396226,6
"{Hot Mini-Neptune,Warm Gas Giant} => {K}",0.000849136711010473,0.6,0.00141522785168412,1.99981132075472,3
"{Hot Terrestrial,Warm Gas Giant} => {K}",0.000566091140673648,0.666666666666667,0.000849136711010473,2.22201257861635,2
"{Hot Mini-Neptune,Hot Terrestrial} => {K}",0.00396263798471554,0.5,0.00792527596943108,1.66650943396226,14
"{Hot Mini-Neptune,Warm Terrestrial} => {K}",0.0011321822813473,0.5,0.00226436456269459,1.66650943396226,4
"{Hot Terrestrial,Warm Mini-Neptune} => {G}",0.0164166430795358,0.522522522522523,0.0314180583073875,1.16105161765539,58
"{Hot Gas Giant,Warm Mini-Neptune} => {K}",0.000849136711010473,0.6,0.00141522785168412,1.99981132075472,3
"{Temperate Sub-Saturn,Warm Mini-Neptune,Warm Sub-Saturn} => {G}",0.000566091140673648,0.666666666666667,0.000849136711010473,1.48134171907757,2
"{G,Temperate Sub-Saturn,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.000566091140673648,0.5,0.0011321822813473,1.50725255972696,2
"{Temperate Mini-Neptune,Temperate Terrestrial,Warm Terrestrial} => {K}",0.000566091140673648,0.666666666666667,0.000849136711010473,2.22201257861635,2
"{K,Temperate Mini-Neptune,Temperate Terrestrial} => {Warm Terrestrial}",0.000566091140673648,0.666666666666667,0.000849136711010473,4.80680272108843,2
"{Temperate Terrestrial,Warm Mini-Neptune,Warm Terrestrial} => {G}",0.000849136711010473,0.75,0.0011321822813473,1.66650943396226,3
"{G,Temperate Terrestrial,Warm Mini-Neptune} => {Warm Terrestrial}",0.000849136711010473,0.6,0.00141522785168412,4.32612244897959,3
"{Hot Mini-Neptune,Hot Sub-Saturn,K} => {Warm Mini-Neptune}",0.000566091140673648,0.5,0.0011321822813473,1.50725255972696,2
"{Hot Mini-Neptune,Hot Sub-Saturn,Warm Mini-Neptune} => {K}",0.000566091140673648,1,0.000566091140673648,3.33301886792453,2
"{Hot Sub-Saturn,K,Warm Mini-Neptune} => {Hot Mini-Neptune}",0.000566091140673648,0.666666666666667,0.000849136711010473,7.40670859538784,2
"{K,Temperate Mini-Neptune,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.000566091140673648,0.666666666666667,0.000849136711010473,2.00967007963595,2
"{Temperate Mini-Neptune,Warm Mini-Neptune,Warm Sub-Saturn} => {K}",0.000566091140673648,0.666666666666667,0.000849136711010473,2.22201257861635,2
"{Hot Mini-Neptune,Hot Terrestrial,Warm Sub-Saturn} => {G}",0.000566091140673648,0.666666666666667,0.000849136711010473,1.48134171907757,2
"{F,Hot Mini-Neptune,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.000566091140673648,0.5,0.0011321822813473,1.50725255972696,2
"{G,Hot Mini-Neptune,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.0011321822813473,0.5,0.00226436456269459,1.50725255972696,4
"{F,Hot Terrestrial,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.000566091140673648,1,0.000566091140673648,3.01450511945392,2
"{Hot Terrestrial,K,Warm Sub-Saturn} => {Warm Mini-Neptune}",0.000849136711010473,0.6,0.00141522785168412,1.80870307167235,3
"{Hot Terrestrial,Warm Mini-Neptune,Warm Sub-Saturn} => {K}",0.000849136711010473,0.5,0.00169827342202095,1.66650943396226,3
"{Hot Terrestrial,Temperate Mini-Neptune,Warm Mini-Neptune} => {G}",0.0011321822813473,0.8,0.00141522785168412,1.77761006289308,4
"{G,Hot Terrestrial,Temperate Mini-Neptune} => {Warm Mini-Neptune}",0.0011321822813473,0.666666666666667,0.00169827342202095,2.00967007963595,4
"{Temperate Mini-Neptune,Warm Mini-Neptune,Warm Terrestrial} => {G}",0.00198131899235777,0.7,0.00283045570336824,1.55540880503145,7
"{G,Temperate Mini-Neptune,Warm Terrestrial} => {Warm Mini-Neptune}",0.00198131899235777,0.583333333333333,0.00339654684404189,1.75846131968146,7
"{F,Hot Mini-Neptune,Hot Terrestrial} => {Warm Mini-Neptune}",0.000849136711010473,0.75,0.0011321822813473,2.26087883959044,3
"{F,Hot Terrestrial,Warm Terrestrial} => {Warm Mini-Neptune}",0.00141522785168412,0.555555555555556,0.00254741013303142,1.67472506636329,5
