"rules","support","confidence","coverage","lift","count"
"{M-Sub-Saturn,M-Terrestrial} => {M-Mini-Neptune}",0.000566091140673648,1,0.000566091140673648,49.0694444444444,2
"{F-Gas Giant,F-Mini-Neptune} => {F-Sub-Saturn}",0.000566091140673648,0.5,0.0011321822813473,28.0396825396825,2
"{F-Sub-Saturn,F-Terrestrial} => {F-Mini-Neptune}",0.0011321822813473,1,0.0011321822813473,12.8007246376812,4
"{F-Gas Giant,F-Terrestrial} => {F-Mini-Neptune}",0.000566091140673648,0.666666666666667,0.000849136711010473,8.53381642512077,2
"{F-Gas Giant,F-Mini-Neptune} => {F-Terrestrial}",0.000566091140673648,0.5,0.0011321822813473,11.3237179487179,2
